,name,id,gender,birthday,deathday,hometown,location,nationality,sortable_name,slug,problem
1259,Henry Edridge,515b24649562c8fee200119c,male,1769,1821,"London, UK",no-info,no-info,Edridge Henry,henry-edridge,
1260,Giovanni Battista Piazzetta,4f9bd7bce286f60001000914,male,1682,1754,"Venice, Italy","Venice, Italy",Italian,Giovanni Battista Piazzetta,giovanni-battista-piazzetta,
1261,Mary Cassatt,4d8b92b74eb68a1b2c00041e,female,1844,1926,"Philadelphia, PA, USA","Paris, France",American,Cassatt Mary,mary-cassatt,
1262,Annibale Carracci,50fd639c79e445f42400013a,male,1560,1609,"Bologna, Italy","Rome, Italy",Italian,Annibale Carracci,annibale-carracci-1,
1263,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
1264,Giovanni Battista Piazzetta,4f9bd7bce286f60001000914,male,1682,1754,"Venice, Italy","Venice, Italy",Italian,Giovanni Battista Piazzetta,giovanni-battista-piazzetta,
1265,Johann Christoph Erhard,515b6d1acd4b8ed25f000438,male,1795,1822,no-info,no-info,German,Erhard Johann Christoph,johann-christoph-erhard,
1266,Ernst Barlach,4df60ff1512d5d0001004e2c,male,1870,1938,"Wedel, Germany","Rostock, Germany",German,Barlach Ernst,ernst-barlach,
1267,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
1268,Winslow Homer,4d8b92964eb68a1b2c000288,male,1836,1910,"Boston, MA, USA","New York, NY and Prouts Neck, ME, USA",American,Homer Winslow,winslow-homer,
1269,Joseph Bartholomew Kidd after John James Audubon,515b212c223afa7c74000adf,no-info,no-info,no-info,no-info,no-info,no-info,Joseph Bartholomew Kidd after John James Audubon,joseph-bartholomew-kidd-after-john-james-audubon,
1270,Xu Daoning,51f045e0275b24c77a000300,male,970,no-info,no-info,no-info,no-info,Xu Daoning,xu-daoning,
1271,Mary Cassatt,4d8b92b74eb68a1b2c00041e,female,1844,1926,"Philadelphia, PA, USA","Paris, France",American,Cassatt Mary,mary-cassatt,
1272,Matthäus Günther,515bbf731b12b0e6680024e0,male,1705,1788,no-info,no-info,no-info,Günther Matthäus,matthaus-gunther,
1273,Paul Mathey,515cccbdb5907bf7e8000667,male,1950,no-info,"Merzig, Germany","Frankfurt, Germany",German,Mathey Paul,paul-mathey,
1274,Édouard Vuillard,4eb3074a248a260001000250,male,1868,1940,"Cuiseaux, France","Paris, France",French,Vuillard Édouard,edouard-vuillard,
1275,Luigi Sabatelli I,515b1ac49562c8fee2000c5d,no-info,no-info,no-info,no-info,no-info,no-info,Luigi Sabatelli I,luigi-sabatelli-i,
1276,Francesco Benaglio,515bbc631b12b0244a0022aa,no-info,no-info,no-info,no-info,no-info,no-info,Benaglio Francesco,francesco-benaglio,
1277,Peter Paul Rubens,4d8b92884eb68a1b2c0001dc,male,1577,1640,"Siegen, Westphalia","Antwerp, Netherlands",Flemish,Rubens Peter Paul,peter-paul-rubens,
1278,Robert Havell after John James Audubon,515b318e38ad2d25a70006ea,no-info,no-info,no-info,no-info,no-info,no-info,Robert Havell after John James Audubon,robert-havell-after-john-james-audubon,
1279,Cenni di Francesco di Ser Cenni,503bd4cb027f150002000031,,,,,,Italian,di Ser Cenni Cenni di Francesco,cenni-di-francesco-di-ser-cenni,
1280,Kishi Ganku,503ccefa5446d80002000522,male,1749/1756,1839,"Kanazawa, Japan","Kyoto, Japan",Japanese,Ganku Kishi,kishi-ganku,
1281,Matthias Grünewald,4eaf1873d2a582000100bb7d,male,1475,1528,"Wurzburg, Germany",,German,Grünewald Matthias,matthias-grunewald,
1282,Elisha Kirkall,515b0e1d05635113a5000799,male,no-info,no-info,no-info,no-info,no-info,Kirkall Elisha,elisha-kirkall,
1283,Francesco Francia or Peregrino da Cesena,515b2e5738ad2d25a7000530,no-info,no-info,no-info,no-info,no-info,no-info,Francesco Francia or Peregrino da Cesena,francesco-francia-or-peregrino-da-cesena,
1284,Félix Hilaire Buhot,4fe9c105ceb5b500010001c5,male,1847,1898,,,French,Buhot Félix Hilaire,felix-hilaire-buhot,
1285,Félix Hilaire Buhot,4fe9c105ceb5b500010001c5,male,1847,1898,,,French,Buhot Félix Hilaire,felix-hilaire-buhot,
1286,Jean-Antoine Watteau,4eb07f28b19764000100e191,male,1684,1721,"Valenciennes, France","Norgent-sur-Marne, France",French,Watteau Jean-Antoine,jean-antoine-watteau,
1287,Gravelot,515b0af9223afae9a500021e,male,1699,1773,"Paris, France","Paris, France",French,Gravelot,gravelot,
1288,John Varley,515b144238ad2dfc7700088f,male,1778,1842,"Hackney, UK",no-info,British,Varley John,john-varley,
1289,William Blake (1757-1827),4f0648318501fa10ca000052,male,1757,1827,"London, UK","London, UK",British,William Blake (1757-1827),william-blake-1757-1827,
1290,John Glover,515b24629562c8fee2001187,male,1767,1849,"Leicestershire, UK","London, UK; Van Diemen's Land, Australia ",British,Glover John,john-glover,
1291,Charles Sprague Pearce,4fd10177c764ea000100084e,male,1851,1914,"Boston, MA, USA","Paris, France",American,Pearce Charles Sprague,charles-sprague-pearce,
1292,William Keith,4ff1b5ff9e8ba70001001d01,male,1838,1911,no-info,no-info,American,Keith William,william-keith,
1293,Albert Weisgerber,515b318a38ad2dfb2f00040c,male,1878,1915,"Sankt Ingbert, Germany","Munich, Germany",German,Weisgerber Albert,albert-weisgerber,
1294,Virgil Solis,515b0afb9562c86fb8000410,no-info,1514,1562,no-info,no-info,no-info,Solis Virgil,virgil-solis,
1295,Imitator of Rembrandt van Rijn,515b665c94714c2de00001f0,no-info,no-info,no-info,no-info,no-info,no-info,Imitator of Rembrandt van Rijn,imitator-of-rembrandt-van-rijn,
1296,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
1297,George Jones,515b480a38ad2d25a7001304,male,1786,1869,no-info,no-info,no-info,Jones George,george-jones,
1298,Oscar Bluemner,4d9e30bbf9215a26b30001c8,male,1867,1938,"Prenzlau, Germany","New York, NY, USA; South Braintreee, MA, USA",American,Bluemner Oscar,oscar-bluemner,
1299,Sir David Wilkie,515b2ae7223afaab8f0003e2,male,1785,1841,"Cults, UK",no-info,no-info,Sir David Wilkie,sir-david-wilkie,
1300,Peter Paul Rubens,4d8b92884eb68a1b2c0001dc,male,1577,1640,"Siegen, Westphalia","Antwerp, Netherlands",Flemish,Rubens Peter Paul,peter-paul-rubens,
1301,Themistocles von Eckenbrecher,515b07a3223afae9a500001e,no-info,no-info,no-info,no-info,no-info,no-info,Themistocles von Eckenbrecher,themistocles-von-eckenbrecher,
1302,Peter Paul Rubens,4d8b92884eb68a1b2c0001dc,male,1577,1640,"Siegen, Westphalia","Antwerp, Netherlands",Flemish,Rubens Peter Paul,peter-paul-rubens,
1303,Edward Burne-Jones,4f6ab87a8b52f00001000a73,male,1833,1898,"Birmingham, UK","London, UK",British,Edward Burne-Jones,edward-burne-jones,
1304,Francesco Piranesi,515b3ea59562c86fb8002041,male,1756,1810,no-info,no-info,no-info,Piranesi Francesco,francesco-piranesi,
1305,Richard Westall,50ec9bb5de2538e3080012f8,male,1765,1836 ,"Hertford, UK","London, UK",British,Westall Richard,richard-westall,
1306,Franz Innocenz Josef Kobell,515b179105635113a5000d30,no-info,no-info,no-info,no-info,no-info,no-info,Franz Innocenz Josef Kobell,franz-innocenz-josef-kobell,
1307,Charles Sprague Pearce,4fd10177c764ea000100084e,male,1851,1914,"Boston, MA, USA","Paris, France",American,Pearce Charles Sprague,charles-sprague-pearce,
1308,Charles Sprague Pearce,4fd10177c764ea000100084e,male,1851,1914,"Boston, MA, USA","Paris, France",American,Pearce Charles Sprague,charles-sprague-pearce,
1309,Charles Sprague Pearce,4fd10177c764ea000100084e,male,1851,1914,"Boston, MA, USA","Paris, France",American,Pearce Charles Sprague,charles-sprague-pearce,
1310,Charles Sprague Pearce,4fd10177c764ea000100084e,male,1851,1914,"Boston, MA, USA","Paris, France",American,Pearce Charles Sprague,charles-sprague-pearce,
1311,Charles Sprague Pearce,4fd10177c764ea000100084e,male,1851,1914,"Boston, MA, USA","Paris, France",American,Pearce Charles Sprague,charles-sprague-pearce,
1312,Charles Sprague Pearce,4fd10177c764ea000100084e,male,1851,1914,"Boston, MA, USA","Paris, France",American,Pearce Charles Sprague,charles-sprague-pearce,
1313,"Baccio della Porta, called Fra Bartolommeo",4eb1b8842135c20001004626,male,1472,1517,"Florence, Italy","Florence, Italy",Italian,"Baccio della Porta, called Fra Bartolommeo",baccio-della-porta-called-fra-bartolommeo,
1314,Georg Friedrich Schmidt,515b179a223afa7c740005f2,male,1712,1775,no-info,no-info,no-info,Georg Friedrich Schmidt,georg-friedrich-schmidt,
1315,John Sell Cotman,515b0e2438ad2d78ca0004b5,male,1782,1842,"Norwich, USA",no-info,no-info,John Sell Cotman,john-sell-cotman,
1316,Adolphe Hervier,515b9b46cd4b8ef7fd0010ab,male,no-info,no-info,no-info,no-info,no-info,Hervier Adolphe,adolphe-hervier,
1317,Eugène Isabey,515b11249562c86fb8000769,male,1803,1886,no-info,no-info,no-info,Isabey Eugène,eugene-isabey,
1318,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
1319,Sebald Beham,5159f18e00b0ba91330000b4,no-info,no-info,no-info,no-info,no-info,no-info,Beham Sebald,sebald-beham,
1320,Charles-Nicolas Cochin II,515b1128223afa7c740002b4,no-info,no-info,no-info,no-info,no-info,no-info,Charles-Nicolas Cochin II,charles-nicolas-cochin-ii,
1321,Dr. Thomas Monro,515b1e019562c8fee2000ea5,no-info,no-info,no-info,no-info,no-info,no-info,Dr. Thomas Monro,dr-thomas-monro,
1322,Gherardo Cibo,515b665dcd4b8ed25f00028e,male,no-info,no-info,no-info,no-info,no-info,Cibo Gherardo,gherardo-cibo,
1323,Eastman Johnson,505cc3dc0843af00020009aa,male,1824,1906,"Lovell, ME, United States","New York, NY, USA",American,Johnson Eastman,eastman-johnson,
1324,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
1325,William de Brailes,503d0bfe5446d80002000a68,male,ca. 1230,ca. 1260,,,English,de Brailes William,william-de-brailes,
1326,William de Brailes,503d0bfe5446d80002000a68,male,ca. 1230,ca. 1260,,,English,de Brailes William,william-de-brailes,
1327,William de Brailes,503d0bfe5446d80002000a68,male,ca. 1230,ca. 1260,,,English,de Brailes William,william-de-brailes,
1328,William de Brailes,503d0bfe5446d80002000a68,male,ca. 1230,ca. 1260,,,English,de Brailes William,william-de-brailes,
1329,Agostino Masucci,515b143f38ad2dfc77000873,male,1691,1758,"Rome, Italy",no-info,Italian,Masucci Agostino,agostino-masucci,
1330,Hendrick Avercamp,4eb3084f5341eb0001000789,male,1585,1634,"Amsterdam, Netherlands","Kampen, Netherlands",Dutch,Avercamp Hendrick,hendrick-avercamp,
1331,after Francesco Salviati,515b450838ad2dfb2f000dfe,no-info,no-info,no-info,no-info,no-info,no-info,after Francesco Salviati,after-francesco-salviati,
1332,Gravelot,515b0af9223afae9a500021e,male,1699,1773,"Paris, France","Paris, France",French,Gravelot,gravelot,
1333,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
1334,Paul Ranson,515ba6f894714c1d2e000d35,male,1864,1909,no-info,no-info,no-info,Ranson Paul,paul-ranson,
1335,Domenico Campagnola,515b079e38ad2dfc77000155,male,no-info,1564,no-info,no-info,no-info,Campagnola Domenico,domenico-campagnola,
1336,Sebald Beham,5159f18e00b0ba91330000b4,no-info,no-info,no-info,no-info,no-info,no-info,Beham Sebald,sebald-beham,
1337,Gabriel de Saint-Aubin,515b07a405635113a5000371,male,1724,1780,"Paris, France","Paris, France",French,Gabriel de Saint-Aubin,gabriel-de-saint-aubin,
1338,Giovanni Battista Piranesi,4eb3016b48eeb8000100eb13,male,1720,1778,"Mogliano, Italy","Rome, Italy",Italian,Piranesi Giovanni Battista,giovanni-battista-piranesi,
1339,Stefano Della Bella,515b079d38ad2d78ca0000fd,male,1610,1664,no-info,no-info,no-info,Stefano Della Bella,stefano-della-bella,
1340,Cesare Pollini,515b665f1b12b0244a000431,no-info,no-info,no-info,no-info,no-info,no-info,Pollini Cesare,cesare-pollini,
1341,Gabriel de Saint-Aubin,515b07a405635113a5000371,male,1724,1780,"Paris, France","Paris, France",French,Gabriel de Saint-Aubin,gabriel-de-saint-aubin,
1342,Themistocles von Eckenbrecher,515b07a3223afae9a500001e,no-info,no-info,no-info,no-info,no-info,no-info,Themistocles von Eckenbrecher,themistocles-von-eckenbrecher,
1343,Hans Rottenhammer,515b0e1b9562c8fee2000599,male,1564,1625,no-info,no-info,no-info,Rottenhammer Hans,hans-rottenhammer,
1344,Fakhr al-Din Hamzah ibn 'Ali Azari,503bdc293f798e0002000062,,,1461,,,,'Ali Azari Fakhr al-Din Hamzah ibn,fakhr-al-din-hamzah-ibn-ali-azari,
1345,Peeter Neeffs the Elder,50b4ccfc75319c77490011e9,male,ca. 1578,ca. 1656,no-info,"Antwerp, Belgium",Belgian,Peeter Neeffs the Elder,peeter-neeffs-the-elder,
1346,John Flaxman,515b045b05635113a500025b,male,1755,1826,"York, UK","Rome, Italy",English,Flaxman John,john-flaxman,
1347,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
1348,Jacques-Louis David,4eaf0255bddaf7000100a7eb,male,1748,1825,"Paris, France","Brussels, Belgium",French,David Jacques-Louis,jacques-louis-david,
1349,Du Maurier,515b3ea105635113a5002182,male,1834,1896,"Paris, France","London, UK",French,Du Maurier,du-maurier,
1350,Jacques-Louis David,4eaf0255bddaf7000100a7eb,male,1748,1825,"Paris, France","Brussels, Belgium",French,David Jacques-Louis,jacques-louis-david,
1351,Jacques de Gheyn II,515b4b359562c8fee20026dd,no-info,no-info,no-info,no-info,no-info,no-info,Jacques de Gheyn II,jacques-de-gheyn-ii,
1352,Hercules Brabazon Brabazon,515b04329562c8fee20000c7,male,1821,1906,"Paris, France",no-info,British,Brabazon Hercules Brabazon,hercules-brabazon-brabazon,
1353,Paul Cézanne,4d8b92624eb68a1b2c00006c,male,1839,1906,"Aix-en-Provence, France","Paris and Aix-en-Provence, France",French,Cézanne Paul,paul-cezanne,
1354,Raffaellino del Garbo,515b929fea092ff579000105,male,no-info,1524,no-info,no-info,no-info,Raffaellino del Garbo,raffaellino-del-garbo,
1355,Themistocles von Eckenbrecher,515b07a3223afae9a500001e,no-info,no-info,no-info,no-info,no-info,no-info,Themistocles von Eckenbrecher,themistocles-von-eckenbrecher,
1356,Jacques-Louis David,4eaf0255bddaf7000100a7eb,male,1748,1825,"Paris, France","Brussels, Belgium",French,David Jacques-Louis,jacques-louis-david,
1357,Jacques-Louis David,4eaf0255bddaf7000100a7eb,male,1748,1825,"Paris, France","Brussels, Belgium",French,David Jacques-Louis,jacques-louis-david,
1358,William M. Hart,4fe8893c9ee4490001001a67,male,1823,1894,"Paisley, UK","Albany, NY, USA",American,Hart William M.,william-m-hart,
1359,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
1360,Themistocles von Eckenbrecher,515b07a3223afae9a500001e,no-info,no-info,no-info,no-info,no-info,no-info,Themistocles von Eckenbrecher,themistocles-von-eckenbrecher,
1361,John Hoppner,515b246505635113a50014a1,male,1758,1810,"London, UK",no-info,no-info,Hoppner John,john-hoppner,
1362,Jasper Francis Cropsey,4e1372a64dbc200001000641,male,1823,1900,"Rossville, NY, United States","Hastings-on-Hudson, NY, USA",American,Cropsey Jasper Francis,jasper-francis-cropsey,
1363,Benjamin West,4eb081c4af493000010109cc,male,1738,1820,"Swarthmore, PA, United States","London, UK",American,West Benjamin,benjamin-west,
1364,Olivetan Master,515cbf057696593fde000038,no-info,no-info,no-info,no-info,no-info,no-info,Master Olivetan,olivetan-master,
1365,Félix Hilaire Buhot,4fe9c105ceb5b500010001c5,male,1847,1898,,,French,Buhot Félix Hilaire,felix-hilaire-buhot,
1366,Franz Innocenz Josef Kobell,515b179105635113a5000d30,no-info,no-info,no-info,no-info,no-info,no-info,Franz Innocenz Josef Kobell,franz-innocenz-josef-kobell,
1367,Johann Adam Klein,515b0461223afa7ea8000072,male,1792,1875,"Nuremberg, Germany",no-info,German,Johann Adam Klein,johann-adam-klein,
1368,Elihu Vedder,4e9c82414c433300010013e2,male,1836,1923,"New York, NY, USA",,American,Vedder Elihu,elihu-vedder,
1369,Georges Hurtrel,515b41c938ad2dfb2f000c4c,no-info,no-info,no-info,no-info,no-info,no-info,Hurtrel Georges,georges-hurtrel,
1370,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
1371,Winslow Homer,4d8b92964eb68a1b2c000288,male,1836,1910,"Boston, MA, USA","New York, NY and Prouts Neck, ME, USA",American,Homer Winslow,winslow-homer,
1372,Giuseppe Maria Mitelli,515bc58c94714c1d2e001c89,male,no-info,no-info,no-info,no-info,no-info,Giuseppe Maria Mitelli,giuseppe-maria-mitelli,
1373,Pietro Antonio Novelli,50ec98f16b575ca69e0014f5,male,1729,1804 ,"Venice, Italy","Venice, Italy",Italian,Novelli Pietro Antonio,pietro-antonio-novelli,
1374,Charles François Daubigny,50475f76566eb3000200036a,male,1817,1878,"Paris, France","Paris, France",French,Daubigny Charles François,charles-francois-daubigny,
1375,Cosmè Tura,515b11229562c86fb8000762,no-info,no-info,no-info,no-info,no-info,no-info,Tura Cosmè,cosme-tura,
1376,John Hamilton Mortimer,515b3ea29562c86fb8002033,male,1740,1779,"Eastbourne, UK","London, UK",English,John Hamilton Mortimer,john-hamilton-mortimer,
1377,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
1378,Charles Le Brun,513ddccaeedac36a120002a8,male,1619,1690,"Paris, France","Paris, France",French,Brun Charles Le,charles-le-brun,
1379,Francisco de Goya,4d8b92b44eb68a1b2c0003fe,male,1746,1828,"Fuendetodos, Spain","Madrid, Spain",Spanish,Goya Francisco de,francisco-de-goya,
1380,Alessandro Sanquirico,515b318e223afa9b3e0004b0,male,1777,1849,no-info,no-info,no-info,Sanquirico Alessandro,alessandro-sanquirico,
1381,Taddeo Zuccaro,50eca4b531950352a5000109,male,1529,1566,"Urbino, Italy","Rome, Italy",Italian,Zuccaro Taddeo,taddeo-zuccaro,
1382,Constantin Guys,515b3b5038ad2dfb2f000920,male,1802,1892,"Vlissingen, Netherlands","Paris, France",French,Guys Constantin,constantin-guys,
1383,Paulus Pontius after Sir Peter Paul Rubens,515b480c9562c8fee20024e7,no-info,no-info,no-info,no-info,no-info,no-info,Paulus Pontius after Sir Peter Paul Rubens,paulus-pontius-after-sir-peter-paul-rubens,
1384,Jean-Jacques Boissard,515b5799223afaab8f001764,no-info,no-info,no-info,no-info,no-info,no-info,Boissard Jean-Jacques,jean-jacques-boissard,
1385,Barbara Dietzsch,515ba00cea092ff5790005b0,no-info,no-info,no-info,no-info,no-info,no-info,Dietzsch Barbara,barbara-dietzsch,
1386,Filippino Lippi,50749e8957362b0002001c65,male,1457,1504,"Prato, Italy","Florence, Italy",Italian,Lippi Filippino,filippino-lippi,
1387,"Francesco Mazzola, called Parmigianino",50eb4cd49bf55352e6000056,male,1503,1540,"Parma, Italy","Casalmaggiore, Italy",Italian,"Francesco Mazzola, called Parmigianino",francesco-mazzola-called-parmigianino-1,
1388,Jasper Francis Cropsey,4e1372a64dbc200001000641,male,1823,1900,"Rossville, NY, United States","Hastings-on-Hudson, NY, USA",American,Cropsey Jasper Francis,jasper-francis-cropsey,
1389,Édouard Vuillard,4eb3074a248a260001000250,male,1868,1940,"Cuiseaux, France","Paris, France",French,Vuillard Édouard,edouard-vuillard,
1390,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
1391,Édouard Vuillard,4eb3074a248a260001000250,male,1868,1940,"Cuiseaux, France","Paris, France",French,Vuillard Édouard,edouard-vuillard,
1392,Louis-Jean Desprez,515b144138ad2dfc77000888,no-info,no-info,no-info,no-info,no-info,no-info,Desprez Louis-Jean,louis-jean-desprez,
1393,Théodore Chassériau,515b579a056351cfb1000046,male,1819,1856,"Santo Domingo, Dominican Republic","Paris, France",French,Chassériau Théodore,theodore-chasseriau,
1394,Édouard Vuillard,4eb3074a248a260001000250,male,1868,1940,"Cuiseaux, France","Paris, France",French,Vuillard Édouard,edouard-vuillard,
1395,John Varley,515b144238ad2dfc7700088f,male,1778,1842,"Hackney, UK",no-info,British,Varley John,john-varley,
1396,William Turner of Oxford,515bbf7294714c1d2e001990,no-info,no-info,no-info,no-info,no-info,no-info,William Turner of Oxford,william-turner-of-oxford,
